project name, jcaFile, adapter-config-name, adapter-type,connection factory location, endpoint type, class, DestinationName, DeliveryMode, TimeToLive, UseMessageListener, MessageSelector, PayloadType
OpvragenVisumgegevensBPEL, EVS_OpvragenVisumgegevens_WS_jms.jca, EVS_OpvragenVisumgegevens_WS, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/EVS_INBOUND,Persistent,0,,,TextMessage
OpvragenVisumgegevensBPEL, SBL_OpvragenVisumgegevensFault_CB_jms.jca, SBL_OpvragenVisumgegevensFault_CB, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND,Persistent,0,,,TextMessage
OpvragenVisumgegevensBPEL, SBL_OpvragenVisumgegevensResponse_CB_jms.jca, SBL_OpvragenVisumgegevensResponse_CB, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND,Persistent,0,,,TextMessage
OpvragenVisumgegevensBPEL, SBL_OpvragenVisumgegevens_RS_jms.jca, SBL_OpvragenVisumgegevens_RS, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/SBL_OUTBOUND,,,false,JMSType='EUVISOphalenSticker',TextMessage
OpvragenVisumgegevensBPEL, SBL_OpvragenVisumgegevens_Zoeken_RS_jms.jca, SBL_OpvragenVisumgegevens_Zoeken_RS, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/SBL_OUTBOUND,,,false,JMSType='EUVISOphalenAsiel' OR JMSType='EUVISOphalenDublin',TextMessage
VerzendenVisumverlengingBPEL, EVS_VerzendenVisumverlengingAcknowledge_CB_jms.jca, EVS_VerzendenVisumverlengingAcknowledge_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/EVS_OUTBOUND,,,false,JMSType = 'VerzendenVisumverlengingAcknowledge',TextMessage
VerzendenVisumverlengingBPEL, EVS_VerzendenVisumverlengingFault_CB_jms.jca, EVS_VerzendenVisumverlengingFault_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/EVS_OUTBOUND,,,false,JMSType = 'VerzendenVisumverlengingFault',TextMessage
VerzendenVisumverlengingBPEL, EVS_VerzendenVisumverlengingResponse_CB_jms.jca, EVS_VerzendenVisumverlengingResponse_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/EVS_OUTBOUND,,,false,JMSType= 'VerzendenVisumverlengingResponse',TextMessage
VerzendenVisumverlengingBPEL, EVS_VerzendenVisumverlenging_WS_jms.jca, EVS_VerzendenVisumverlenging_WS, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/EVS_INBOUND,Persistent,0,,,TextMessage
VerzendenVisumverlengingBPEL, SBL_VerzendenVisumverlengingFault_CB_jms.jca, SBL_VerzendenVisumverlengingFault_CB, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND,Persistent,0,,,TextMessage
VerzendenVisumverlengingBPEL, SBL_VerzendenVisumverlengingResponse_CB_jms.jca, SBL_VerzendenVisumverlengingResponse_CB, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND,Persistent,0,,,TextMessage
VerzendenVisumverlengingBPEL, SBL_VerzendenVisumverlenging_RS_jms.jca, SBL_VerzendenVisumverlenging_RS, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/SBL_OUTBOUND,,,false,JMSType='EUVISVisaVerlenging',TextMessage
VisMailBPEL, EVS_BusinessAcknowledge_CB_jms.jca, EVS_BusinessAcknowledge_CB, JMS Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/EVS_OUTBOUND,,,false,JMSType = 'VLTVIssueNotificationSendAcknowledge' or JMSType = 'VisaIssueNotificationSendAcknowledge' or JMSType = 'VisaNationalityAcquiredSendAcknowledge',TextMessage
VisMailBPEL, EVS_VisMailDeliveryNotification_CB_jms.jca, EVS_VisMailDeliveryNotification_CB, JMS Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/EVS_OUTBOUND,,,false,JMSType = 'VLTVIssueNotificationSendResponse' or JMSType = 'VisaIssueNotificationSendResponse' or JMSType = 'VisaNationalityAcquiredSendResponse',TextMessage
VisMailBPEL, EVS_VisMailFault_CB_jms.jca, EVS_VisMailFault_CB, JMS Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/EVS_OUTBOUND,,,false,JMSType = 'VLTVIssueNotificationSendFault' or JMSType = 'VisaIssueNotificationSendFault' or JMSType= 'VisaNationalityAcquiredSendFault',TextMessage
VisMailBPEL, EVS_VisaIssueNotificationSend_WS_jms.jca, EVS_VisaIssueNotificationSend_WS, JMS Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/EVS_INBOUND,Persistent,0,,,TextMessage
VisMailBPEL, SBL_VisMailFault_CB_jms.jca, SBL_VisMailFault_CB, JMS Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND,Persistent,0,,,TextMessage
VisMailBPEL, SBL_VisMailResponse_CB_jms.jca, SBL_VisMailResponse_CB, JMS Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND,Persistent,0,,,TextMessage
VisMailBPEL, SBL_VisMailVLTVIssueNotificationSend_RS_jms.jca, SBL_VisMailVLTVIssueNotificationSend_RS, JMS Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/SBL_OUTBOUND,,,false,JMSType='EUVISVLTVIssueNot',TextMessage
VisMailBPEL, SBL_VisMailVisaIssueNotificationSend_RS_jms.jca, SBL_VisMailVisaIssueNotificationSend_RS, JMS Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/SBL_OUTBOUND,,,false,JMSType='EUVISVisaIssueNot',TextMessage
VisMailBPEL, SBL_VisMailVisaNaturalisationNotificationSend_jms.jca, SBL_VisMailVisaNaturalisationNotificationSend, JMS Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/SBL_OUTBOUND,,,false,JMSType='EUVISIssueNotNatural',TextMessage
ZoekenVisumgegevensBPEL, EVS_ZoekenVisumgegevensFault_CB_jms.jca, EVS_ZoekenVisumgegevensFault_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/EVS_OUTBOUND,,,false,JMSType = 'ZoekenVisumgegevensFault',TextMessage
ZoekenVisumgegevensBPEL, EVS_ZoekenVisumgegevensResponse_CB_jms.jca, EVS_ZoekenVisumgegevensResponse_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/EVS_OUTBOUND,,,false,JMSType = 'ZoekenVisumgegevensResponse',TextMessage
ZoekenVisumgegevensBPEL, EVS_ZoekenVisumgegevens_WS_jms.jca, EVS_ZoekenVisumgegevens_WS, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/EVS_INBOUND,Persistent,0,,,TextMessage
ZoekenVisumgegevensBPEL, SBL_ZoekenVisumgegevensFault_CB_jms.jca, SBL_ZoekenVisumgegevensFault_CB, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND_SYNC,Persistent,0,,,TextMessage
ZoekenVisumgegevensBPEL, SBL_ZoekenVisumgegevensResponse_CB_jms.jca, SBL_ZoekenVisumgegevensResponse_CB, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND_SYNC,Persistent,0,,,TextMessage
ZoekenVisumgegevensBPEL, SBL_ZoekenVisumgegevens_RS_jms.jca, SBL_ZoekenVisumgegevens_RS, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/SBL_OUTBOUND,,,false,JMSType='EUVISZoekenSticker' OR JMSType='EUVISZoekenAsiel' OR JMSType='EUVISZoekenDublin',TextMessage
ZoekenVisumgegevensMetVingerafdrukkenBPEL, EVS_ZoekenVisumgegevensMetVingerafdrukkenFault_CB_jms.jca, EVS_ZoekenVisumgegevensMetVingerafdrukkenFault_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/EVS_OUTBOUND,,,false,JMSType='ZoekenVisumgegevensMetVingerafdrukkenFault',TextMessage
ZoekenVisumgegevensMetVingerafdrukkenBPEL, EVS_ZoekenVisumgegevensMetVingerafdrukkenResponse_CB_jms.jca, EVS_ZoekenVisumgegevensMetVingerafdrukkenResponse_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/EVS_OUTBOUND,,,false,JMSType='ZoekenVisumgegevensMetVingerafdrukkenResponse',TextMessage
ZoekenVisumgegevensMetVingerafdrukkenBPEL, EVS_ZoekenVisumgegevensMetVingerafdrukken_WS_jms.jca, EVS_ZoekenVisumgegevensMetVingerafdrukken_WS, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/EVS_INBOUND,Persistent,0,,,TextMessage
OpenbareOrdeToetsBPEL, B2B_InboundJDS_CB_Fault_jms.jca, B2B_InboundJDS_CB_Fault, JMS Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/B2B_OUTBOUND,,,false,JMSType='JDSVerwerkingsresultaatResponse',TextMessage
OpenbareOrdeToetsBPEL, B2B_InboundJDS_CB_jms.jca, B2B_InboundJDS_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/B2B_OUTBOUND,,,false,JMSType='JDSUittrekselverzoekResponse',TextMessage
OpenbareOrdeToetsBPEL, B2B_OutboundJDS_WS_jms.jca, B2B_OutboundJDS_WS, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/B2B_INBOUND,Persistent,0,,,TextMessage
OpenbareOrdeToetsBPEL, SBL_OpenbareOrdeToetsFault_CB_jms.jca, SBL_OpenbareOrdeToetsFault_CB, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND_JUSTID,Persistent,0,,,TextMessage
OpenbareOrdeToetsBPEL, SBL_OpenbareOrdeToetsResponse_CB_jms.jca, SBL_OpenbareOrdeToetsResponse_CB, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND_JUSTID,Persistent,0,,,TextMessage
OpenbareOrdeToetsBPEL, SBL_OpenbareOrdeToets_RS_jms.jca, SBL_OpenbareOrdeToets_RS, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/SBL_OUTBOUND,,,false,JMSType='JDSOpenbareOrdeToets',TextMessage
AanleveringScanpakketBPEL, SST_AanleveringScanpakket_RS_aq.jca, SST_AanleveringScanpakket_RS, AQ Adapter, eis/AQ/B2B, activation, oracle.tip.adapter.aq.inbound.AQDequeueActivationSpec,,,,,,
AanleveringScanpakketBPEL, SST_VerwerkingresultaatBedrijfsdocument_WS_aq.jca, SST_VerwerkingresultaatBedrijfsdocument_WS, AQ Adapter, eis/AQ/B2B, interaction, oracle.tip.adapter.aq.outbound.AQEnqueueInteractionSpec,,,,,,
RegistrerenScanobjectBPEL, SBL_RegistrerenScanobject_WS_jms.jca, SBL_RegistrerenScanobject_WS, JMS Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND,Persistent,0,,,TextMessage
TerugmeldenScanobjectBPEL, SBL_TerugmeldenScanobject_RS_jms.jca, SBL_TerugmeldenScanobject_RS, JMS Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/SBL_OUTBOUND,,,false,JMSType='CDDTerugmeldenResultaat',TextMessage
TerugmeldenScanobjectBPEL, SST_VerwerkingsresultaatScanobject_WS_aq.jca, SST_VerwerkingsresultaatScanobject_WS, AQ Adapter, eis/AQ/B2B, interaction, oracle.tip.adapter.aq.outbound.AQEnqueueInteractionSpec,,,,,,
VerwerkenVeroordelingTerroristischMisdrijf, SendEmailUSZ_ums.jca, SendEmailUSZ, UMS Adapter, eis/ums/UMSAdapterOutbound, interaction, oracle.tip.adapter.ums.outbound.UmsInteractionSpec,,,,,,
InterfaceLeonardoMetis, Leo_InterfaceLeonardoMetis_Dequeue_aq.jca, Leo_InterfaceLeonardoMetis_Dequeue, AQ Adapter, eis/AQ/B2B, activation, oracle.tip.adapter.aq.inbound.AQDequeueActivationSpec,,,,,,
InterfaceLeonardoMetis, Metis_InterfaceLeonardoMetis_file.jca, Metis_InterfaceLeonardoMetis, File Adapter, eis/FileAdapter, interaction, oracle.tip.adapter.file.outbound.FileIoInteractionSpec,,,,,,
TonenKassabonBPEL, CreateFile_file.jca, CreateFile, File Adapter, eis/FileAdapter, interaction, oracle.tip.adapter.file.outbound.FileInteractionSpec,,,,,,
TonenKassabonBPEL, SBL_TonenKassabonFault_WS_jms.jca, SBL_TonenKassabonFault_WS, JMS Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND_SYNC,Persistent,0,,,TextMessage
TonenKassabonBPEL, SBL_TonenKassabonResponse_WS_jms.jca, SBL_TonenKassabonResponse_WS, JMS Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND_SYNC,Persistent,0,,,TextMessage
TonenKassabonBPEL, SBL_TonenKassabon_RS_jms.jca, SBL_TonenKassabon_RS, JMS Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/SBL_OUTBOUND,,,false,JMSType='LEOKassabonPDF',TextMessage
VerwerkenBetalingsopdrachtAntwoordBPEL, LEO_VerwerkenBetalingsopdrachtNietig_RS_aq.jca, LEO_VerwerkenBetalingsopdrachtNietig_RS, AQ Adapter, eis/AQ/B2B, activation, oracle.tip.adapter.aq.inbound.AQDequeueActivationSpec,,,,,,
VerwerkenBetalingsopdrachtAntwoordBPEL, LEO_VerwerkenBetalingsopdrachtVoldaan_RS_aq.jca, LEO_VerwerkenBetalingsopdrachtVoldaan_RS, AQ Adapter, eis/AQ/B2B, activation, oracle.tip.adapter.aq.inbound.AQDequeueActivationSpec,,,,,,
VerwerkenBetalingsopdrachtAntwoordBPEL, SBL_VerwerkenBetalingsopdrachtAntwoord_WS_jms.jca, SBL_VerwerkenBetalingsopdrachtAntwoord_WS, JMS Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND_LEO,Persistent,0,,,TextMessage
VerwerkenBetalingsopdrachtBPEL, LEO_VerwerkenBetalingsopdrachtVervallen_WS_aq.jca, LEO_VerwerkenBetalingsopdrachtVervallen_WS, AQ Adapter, eis/AQ/B2B, interaction, oracle.tip.adapter.aq.outbound.AQEnqueueInteractionSpec,,,,,,
VerwerkenBetalingsopdrachtBPEL, LEO_VerwerkenBetalingsopdracht_WS_aq.jca, LEO_VerwerkenBetalingsopdracht_WS, AQ Adapter, eis/AQ/B2B, interaction, oracle.tip.adapter.aq.outbound.AQEnqueueInteractionSpec,,,,,,
VerwerkenBetalingsopdrachtBPEL, SBL_VerwerkenBetalingsopdracht_RS_jms.jca, SBL_VerwerkenBetalingsopdracht_RS, JMS Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/SBL_OUTBOUND,,,false,JMSType='LEOPaymentRequest' or JMSType='LEOPaymentRequestCancelled',TextMessage
VerwerkenVorderingAntwoordBPEL, LEO_VerwerkenVorderingNietVoldaan_RS_aq.jca, LEO_VerwerkenVorderingNietVoldaan_RS, AQ Adapter, eis/AQ/B2B, activation, oracle.tip.adapter.aq.inbound.AQDequeueActivationSpec,,,,,,
VerwerkenVorderingAntwoordBPEL, LEO_VerwerkenVorderingVoldaan_RS_aq.jca, LEO_VerwerkenVorderingVoldaan_RS, AQ Adapter, eis/AQ/B2B, activation, oracle.tip.adapter.aq.inbound.AQDequeueActivationSpec,,,,,,
VerwerkenVorderingAntwoordBPEL, SBL_VerwerkenVorderingNietVoldaan_WS_jms.jca, SBL_VerwerkenVorderingNietVoldaan_WS, JMS Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND_LEO,Persistent,0,,,TextMessage
VerwerkenVorderingAntwoordBPEL, SBL_VerwerkenVorderingVoldaan_WS_jms.jca, SBL_VerwerkenVorderingVoldaan_WS, JMS Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND_LEO,Persistent,0,,,TextMessage
VerwerkenVorderingBPEL, LEO_VerwerkenVordering_WS_aq.jca, LEO_VerwerkenVordering_WS, AQ Adapter, eis/AQ/B2B, interaction, oracle.tip.adapter.aq.outbound.AQEnqueueInteractionSpec,,,,,,
VerwerkenVorderingBPEL, LEO_VorderingVervallen_aq.jca, LEO_VorderingVervallen, AQ Adapter, eis/AQ/B2B, interaction, oracle.tip.adapter.aq.outbound.AQEnqueueInteractionSpec,,,,,,
VerwerkenVorderingBPEL, SBL_VerwerkenVordering_RS_jms.jca, SBL_VerwerkenVordering_RS, JMS Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/SBL_OUTBOUND,,,false,JMSType='LEOVorderingRegulier' or                         JMSType='LEOVorderingNaturalisatie' or                         JMSType='LEOVorderingProceskosten' or                         JMSType='LEOVorderingVervallen' or                        JMSType='LEOVorderingBestuurlijkeBoete' or                        JMSType='LEOVorderingProceskosten' or                        JMSType='LEOVorderingKostenDNA',TextMessage
VerzendenKassaberichtBPEL, LEO_VerzendenKassabericht_WS_aq.jca, LEO_VerzendenKassabericht_WS, AQ Adapter, eis/AQ/B2B, interaction, oracle.tip.adapter.aq.outbound.AQEnqueueInteractionSpec,,,,,,
VerzendenKassaberichtBPEL, SBL_VerzendenKassabericht_RS_jms.jca, SBL_VerzendenKassabericht_RS, JMS Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/SBL_OUTBOUND,,,false,JMSType='LEOKassaTransactie',TextMessage
BerichtenboxService, BBCustomerService_db.jca, BBCustomerService, Database Adapter, eis/DB/EDN, interaction, oracle.tip.adapter.db.DBReadInteractionSpec,,,,,,
BerichtenboxService, FileService_file.jca, FileService, File Adapter, eis/FileAdapter, interaction, oracle.tip.adapter.file.outbound.FileReadInteractionSpec,,,,,,
BerichtenboxService, B2B_IP_IN_QUEUE_aq.jca, B2B_IP_IN_QUEUE, AQ Adapter, eis/AQ/B2B, activation, oracle.tip.adapter.aq.inbound.AQDequeueActivationSpec,,,,,,
BerichtenboxService, B2B_IP_OUT_QUEUE_aq.jca, B2B_IP_OUT_QUEUE, AQ Adapter, eis/AQ/B2B, interaction, oracle.tip.adapter.aq.outbound.AQEnqueueInteractionSpec,,,,,,
RaadplegenHandelregisterInschrBPEL, NHR_RaadplegenHandelsregisterInschrFault_CB_jms.jca, NHR_RaadplegenHandelsregisterInschrFault_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/NHR_OUTBOUND,,,false,JMSType = 'AanleverenInschrijvingKortFalen',TextMessage
RaadplegenHandelregisterInschrBPEL, NHR_RaadplegenHandelsregisterInschrResponse_CB_jms.jca, NHR_RaadplegenHandelsregisterInschrResponse_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/NHR_OUTBOUND,,,false,JMSType = 'AanleverenInschrijvingKortSucces',TextMessage
RaadplegenHandelregisterInschrBPEL, NHR_RaadplegenHandelsregisterInschr_WS_jms.jca, NHR_RaadplegenHandelsregisterInschr_WS, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/NHR_INBOUND,Persistent,0,,,TextMessage
RaadplegenHandelregisterInschrBPEL, SBL_RaadplegenHandelsregisterInschrFault_CB_jms.jca, SBL_RaadplegenHandelsregisterInschrFault_CB, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND_SYNC,Persistent,0,,,TextMessage
RaadplegenHandelregisterInschrBPEL, SBL_RaadplegenHandelsregisterInschrResponse_CB_jms.jca, SBL_RaadplegenHandelsregisterInschrResponse_CB, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND_SYNC,Persistent,0,,,TextMessage
RaadplegenHandelregisterInschrBPEL, SBL_RaadplegenHandelsregisterInschr_RS_jms.jca, SBL_RaadplegenHandelsregisterInschr_RS, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/SBL_OUTBOUND,,,false,JMSType = 'NHROpvrInschrijving',TextMessage
RaadplegenHandelsregisterVestigingBPEL, NHR_RaadplegenHandelsregisterVestigingFault_CB_jms.jca, NHR_RaadplegenHandelsregisterVestigingFault_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/NHR_OUTBOUND,,,false,JMSType = 'AanleverenVestigingKortFalen',TextMessage
RaadplegenHandelsregisterVestigingBPEL, NHR_RaadplegenHandelsregisterVestigingResponse_CB_jms.jca, NHR_RaadplegenHandelsregisterVestigingResponse_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/NHR_OUTBOUND,,,false,JMSType = 'AanleverenVestigingKortSucces',TextMessage
RaadplegenHandelsregisterVestigingBPEL, NHR_RaadplegenHandelsregisterVestiging_WS_jms.jca, NHR_RaadplegenHandelsregisterVestiging_WS, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/NHR_INBOUND,Persistent,0,,,TextMessage
RaadplegenHandelsregisterVestigingBPEL, SBL_HandelsregisterVestiging_RS_jms.jca, SBL_HandelsregisterVestiging_RS, JMS Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/SBL_OUTBOUND,,,false,JMSType = 'NHROverVestiging',TextMessage
RaadplegenHandelsregisterVestigingBPEL, SBL_RaadplegenHandelsregisterVestigingFault_CB_jms.jca, SBL_RaadplegenHandelsregisterVestigingFault_CB, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND_SYNC,Persistent,0,,,TextMessage
RaadplegenHandelsregisterVestigingBPEL, SBL_RaadplegenHandelsregisterVestigingReponse_CB_jms.jca, SBL_RaadplegenHandelsregisterVestigingReponse_CB, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND_SYNC,Persistent,0,,,TextMessage
RaadplegenHandelsregisterVestigingBPEL, SBL_RaadplegenHandelsregisterVestiging_RS_jms.jca, SBL_RaadplegenHandelsregisterVestiging_RS, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/SBL_OUTBOUND,,,false,JMSType = 'NHROpvrVestiging',TextMessage
VerwerkenRvSZaakberichtenBPEL, ITE_BorgenKwaliteitDocument_RS_jms.jca, ITE_BorgenKwaliteitDocument_RS, JMS Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/OCR_INBOUND,Persistent,0,,,TextMessage
VerwerkenRvSZaakberichtenBPEL, RVS_RegistrerenPersoonOpZaak_aq.jca, RVS_RegistrerenPersoonOpZaak, AQ Adapter, eis/AQ/B2B, activation, oracle.tip.adapter.aq.inbound.AQDequeueActivationSpec,,,,,,
VerwerkenRvSZaakberichtenBPEL, RVS_RegistrerenZaak_aq.jca, RVS_RegistrerenZaak, AQ Adapter, eis/AQ/B2B, activation, oracle.tip.adapter.aq.inbound.AQDequeueActivationSpec,,,,,,
VerwerkenRvSZaakberichtenBPEL, RVS_VerwerkenCorrespondentie_aq.jca, RVS_VerwerkenCorrespondentie, AQ Adapter, eis/AQ/B2B, activation, oracle.tip.adapter.aq.inbound.AQDequeueActivationSpec,,,,,,
VerwerkenRvSZaakberichtenBPEL, SBL_RegistrerenRvSZaak_jms.jca, SBL_RegistrerenRvSZaak, JMS Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND_RVS,Persistent,0,,,TextMessage
VerzendenRvSZaakberichtenBPEL, RVS_VerwerkenAcknowledgement_aq.jca, RVS_VerwerkenAcknowledgement, AQ Adapter, eis/AQ/B2B, activation, oracle.tip.adapter.aq.inbound.AQDequeueActivationSpec,,,,,,
VerzendenRvSZaakberichtenBPEL, RVS_VerwerkenCorrespondentie_aq.jca, RVS_VerwerkenCorrespondentie, AQ Adapter, eis/AQ/B2B, activation, oracle.tip.adapter.aq.inbound.AQDequeueActivationSpec,,,,,,
VerzendenRvSZaakberichtenBPEL, RVS_VerwerkenZaakverzoek_aq.jca, RVS_VerwerkenZaakverzoek, AQ Adapter, eis/AQ/B2B, interaction, oracle.tip.adapter.aq.outbound.AQEnqueueInteractionSpec,,,,,,
